IdCliente,Nombre,Apellido,Nacimiento,Género,Estado Civil,Educación,Ocupación,País,Ciudad,Hijos,Ingresos
22885,Caleb,Henderson,1967-02-28 00:00:00,Hombre,Soltero/a,ESO,Profesional,Estados Unidos,Yakima,0,60000
28825,Caleb,Hernandez,1972-08-04 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Estados Unidos,Renton,1,60000
16333,Caleb,Hill,1977-02-21 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Estados Unidos,Everett,0,30000
15910,Caleb,Hughes,1951-06-08 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,San Carlos,4,70000
14184,Caleb,Jenkins,1953-10-27 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Reino Unido,Runcorn,0,170000
28986,Caleb,King,1943-07-25 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Canadá,Westminster,4,60000
27558,Caleb,Kumar,1960-02-03 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Estados Unidos,Sedro Woolley,1,60000
15868,Caleb,Lal,1971-06-13 00:00:00,Hombre,Soltero/a,ESO,Obrero Calificado,Canadá,Sooke,1,60000
22640,Caleb,Li,1967-06-17 00:00:00,Hombre,Casado/a,EFP,Militar,Reino Unido,Newcastle upon Tyne,1,20000
25046,Caleb,Long,1973-09-10 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Canadá,Newton,0,60000
27256,Caleb,Lopez,1972-07-26 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Estados Unidos,Port Orchard,1,60000
26806,Caleb,Mitchell,1965-09-20 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Canadá,Vancouver,3,50000
22716,Caleb,Nelson,1965-07-06 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Edmonds,3,100000
26318,Caleb,Parker,1968-04-23 00:00:00,Hombre,Casado/a,Máster,Obrero Calificado,Canadá,Royal Oak,4,40000
16911,Caleb,Patterson,1940-04-19 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Estados Unidos,Everett,5,90000
12943,Caleb,Perez,1965-02-17 00:00:00,Hombre,Soltero/a,Bachiller,Obrero Calificado,Estados Unidos,Grossmont,3,80000
11511,Caleb,Perry,1953-06-14 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Lebanon,1,30000
28811,Caleb,Phillips,1973-02-12 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Estados Unidos,Imperial Beach,1,40000
21613,Caleb,Powell,1967-04-18 00:00:00,Hombre,Soltero/a,Bachiller,Obrero Calificado,Canadá,Newton,2,50000
16074,Caleb,Roberts,1971-11-12 00:00:00,Hombre,Casado/a,ESO,Profesional,Estados Unidos,Puyallup,1,60000
20305,Caleb,Ross,1979-12-26 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Bellflower,0,30000
23552,Caleb,Russell,1976-03-21 00:00:00,Hombre,Soltero/a,Máster,Obrero Calificado,Canadá,Oak Bay,0,40000
24936,Caleb,Scott,1938-05-21 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Oregon City,3,60000
15467,Caleb,Shan,1970-08-02 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Burbank,1,50000
19120,Caleb,Sharma,1971-10-02 00:00:00,Hombre,Casado/a,ESO,Profesional,Estados Unidos,Woodburn,1,60000
12193,Caleb,Simmons,1954-02-04 00:00:00,Hombre,Soltero/a,Máster,Profesional,Canadá,Newton,3,70000
18344,Caleb,Turner,1976-02-21 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Woodland Hills,0,60000
28227,Caleb,Wang,1956-09-14 00:00:00,Hombre,Soltero/a,Universitario,Obrero Calificado,Estados Unidos,Port Orchard,2,80000
26995,Caleb,Washington,1972-01-12 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Francia,Versailles,1,40000
15843,Caleb,Wright,1968-11-02 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Yakima,0,80000
22269,Caleb,Yang,1969-02-17 00:00:00,Hombre,Casado/a,ESO,Profesional,Estados Unidos,Concord,5,70000
23237,Caleb,Young,1970-12-27 00:00:00,Hombre,Soltero/a,EFP,Funcionario,Alemania,Kassel,2,40000
12863,Caleb,Zhang,1978-08-25 00:00:00,Hombre,Soltero/a,EFP,Funcionario,Alemania,Paderborn,4,30000
28717,Calvin,Anand,1965-07-21 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,North Sydney,3,60000
22920,Calvin,Andersen,1965-02-25 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Gold Coast,3,60000
29106,Calvin,Beck,1975-03-07 00:00:00,Hombre,Soltero/a,Máster,Obrero Calificado,Estados Unidos,Burlingame,0,40000
11483,Calvin,Chande,1972-05-22 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Francia,Paris,1,40000
18124,Calvin,Chander,1958-11-05 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Alemania,Neunkirchen,2,130000
12254,Calvin,Deng,1943-02-26 00:00:00,Hombre,Soltero/a,EFP,Militar,Francia,Pantin,1,20000
17213,Calvin,Goel,1952-03-06 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Reino Unido,Berks,4,120000
22918,Calvin,Jai,1966-03-20 00:00:00,Hombre,Soltero/a,ESO,Directivo,Australia,Brisbane,5,80000
29388,Calvin,Kumar,1966-04-23 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Francia,Paris,0,40000
19172,Calvin,Luo,1974-04-19 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Reino Unido,London,1,40000
11367,Calvin,Nara,1979-02-22 00:00:00,Hombre,Casado/a,Bachiller,Funcionario,Australia,North Sydney,0,20000
22817,Calvin,Nath,1946-03-18 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Alemania,Salzgitter,4,120000
15229,Calvin,Rai,1962-09-01 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Australia,Cloverdale,1,60000
15531,Calvin,Raji,1963-06-14 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Estados Unidos,Bothell,4,60000
20811,Calvin,Shan,1942-07-18 00:00:00,Hombre,Soltero/a,ESO,Funcionario,Reino Unido,Warrington,1,40000
25754,Calvin,Sharma,1951-11-21 00:00:00,Hombre,Soltero/a,Máster,Militar,Alemania,Paderborn,4,10000
18154,Calvin,She,1946-08-22 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Alemania,Berlin,2,100000
26145,Calvin,Shen,1965-10-13 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Brisbane,0,70000
25504,Calvin,Sutton,1978-10-12 00:00:00,Hombre,Soltero/a,EFP,Funcionario,Alemania,Bonn,3,30000
24858,Calvin,Xie,1954-05-05 00:00:00,Hombre,Casado/a,Máster,Profesional,Reino Unido,Leeds,3,130000
27583,Calvin,Xu,1970-03-09 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Cloverdale,2,90000
17905,Calvin,Yuan,1980-07-20 00:00:00,Hombre,Casado/a,EFP,Militar,Australia,North Ryde,0,10000
26255,Cameron,Alexander,1955-09-13 00:00:00,Hombre,Soltero/a,Universitario,Funcionario,Estados Unidos,Lebanon,3,20000
16595,Cameron,Anderson,1952-07-19 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Reino Unido,Runcorn,4,170000
13041,Cameron,Brown,1951-11-05 00:00:00,Hombre,Casado/a,Máster,Obrero Calificado,Australia,Melbourne,3,30000
15371,Cameron,Bryant,1956-03-04 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Walla Walla,3,80000
23812,Cameron,Butler,1959-09-19 00:00:00,Hombre,Soltero/a,EFP,Funcionario,Estados Unidos,San Diego,2,40000
22045,Cameron,Chen,1968-05-07 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Burien,0,80000
15421,Cameron,Clark,1968-03-03 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Renton,3,100000
28796,Cameron,Coleman,1959-10-25 00:00:00,Hombre,Casado/a,EFP,Funcionario,Estados Unidos,Beverly Hills,2,40000
14494,Cameron,Diaz,1953-05-17 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Salem,3,60000
22062,Cameron,Flores,1978-04-28 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Estados Unidos,Downey,0,60000
19804,Cameron,Foster,1974-08-17 00:00:00,Hombre,Soltero/a,EFP,Profesional,Estados Unidos,Corvallis,0,60000
18641,Cameron,Garcia,1975-11-12 00:00:00,Hombre,Soltero/a,EFP,Funcionario,Canadá,Cliffside,3,40000
29005,Cameron,Gonzales,1949-09-16 00:00:00,Hombre,Soltero/a,EFP,Profesional,Canadá,Westminster,2,60000
12075,Cameron,Griffin,1944-06-26 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Issaquah,4,60000
17598,Cameron,Harris,1966-10-12 00:00:00,Hombre,Casado/a,ESO,Profesional,Estados Unidos,El Cajon,0,60000
18431,Cameron,Hayes,1952-08-27 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Lemon Grove,3,40000
28177,Cameron,Henderson,1967-08-18 00:00:00,Hombre,Soltero/a,EFP,Obrero Calificado,Canadá,Royal Oak,0,60000
12421,Cameron,Hughes,1953-03-12 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Newport Beach,1,30000
24752,Cameron,Jackson,1958-11-02 00:00:00,Hombre,Soltero/a,Máster,Obrero Calificado,Estados Unidos,Bellingham,2,30000
13361,Cameron,Jai,1946-09-01 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Estados Unidos,Lake Oswego,5,60000
13720,Cameron,Johnson,1954-09-19 00:00:00,Hombre,Casado/a,Universitario,Militar,Canadá,Sooke,3,20000
13899,Cameron,Jones,1969-08-17 00:00:00,Hombre,Casado/a,ESO,Profesional,Estados Unidos,Olympia,5,70000
18571,Cameron,Kumar,1966-11-06 00:00:00,Hombre,Soltero/a,ESO,Profesional,Canadá,Vancouver,0,60000
15474,Cameron,Lal,1969-05-02 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Beverly Hills,2,50000
17433,Cameron,Lee,1961-11-10 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Yakima,3,100000
11534,Cameron,Lewis,1958-11-13 00:00:00,Hombre,Soltero/a,ESO,Obrero Calificado,Estados Unidos,Long Beach,4,60000
25902,Cameron,Li,1952-07-06 00:00:00,Hombre,Casado/a,Universitario,Obrero Calificado,Estados Unidos,Redmond,2,70000
24111,Cameron,Long,1978-01-15 00:00:00,Hombre,Soltero/a,Máster,Militar,Francia,Drancy,0,20000
28084,Cameron,McDonald,1968-08-22 00:00:00,Hombre,Soltero/a,ESO,Directivo,Estados Unidos,Berkeley,2,110000
21845,Cameron,Miller,1954-05-03 00:00:00,Hombre,Casado/a,Máster,Profesional,Francia,Metz,3,100000
11772,Cameron,Moore,1973-01-24 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Estados Unidos,Tacoma,1,50000
25790,Cameron,Patterson,1953-09-10 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Francia,Metz,3,100000
20196,Cameron,Perry,1960-12-22 00:00:00,Hombre,Casado/a,EFP,Obrero Calificado,Estados Unidos,Oregon City,1,60000
26514,Cameron,Powell,1950-04-15 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Grossmont,4,70000
22984,Cameron,Robinson,1979-10-11 00:00:00,Hombre,Casado/a,Máster,Obrero Calificado,Estados Unidos,Bellingham,0,40000
11301,Cameron,Rodriguez,1960-06-09 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Ballard,5,80000
19125,Cameron,Russell,1967-07-22 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Estados Unidos,Burien,0,40000
24070,Cameron,Shan,1927-08-21 00:00:00,Hombre,Soltero/a,Máster,Militar,Francia,Tremblay-en-France,2,20000
17832,Cameron,Sharma,1962-12-11 00:00:00,Hombre,Casado/a,EFP,Funcionario,Alemania,Neunkirchen,1,30000
16777,Cameron,Simmons,1944-09-04 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Estados Unidos,Milwaukie,4,70000
13589,Cameron,Smith,1953-10-17 00:00:00,Hombre,Soltero/a,EFP,Profesional,Francia,Drancy,4,90000
12445,Cameron,Taylor,1957-03-27 00:00:00,Hombre,Casado/a,EFP,Funcionario,Estados Unidos,Oregon City,1,40000
29325,Cameron,Thomas,1976-08-18 00:00:00,Hombre,Casado/a,Máster,Obrero Calificado,Estados Unidos,Bremerton,0,40000
16620,Cameron,Thompson,1973-05-16 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Australia,Sydney,0,90000
22242,Cameron,Walker,1970-12-27 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Yakima,1,40000
23124,Cameron,Wang,1973-01-15 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Beaverton,0,80000
28813,Cameron,Washington,1971-11-06 00:00:00,Hombre,Casado/a,Máster,Obrero Calificado,Estados Unidos,Redwood City,4,40000
23830,Cameron,White,1972-09-05 00:00:00,Hombre,Casado/a,ESO,Obrero Calificado,Canadá,Metchosin,1,50000
21498,Cameron,Wilson,1951-05-06 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Coronado,2,60000
12117,Cameron,Yang,1951-08-03 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Seattle,2,60000
21633,Cameron,Zhang,1965-07-17 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Puyallup,3,50000
21393,Candace,Arun,1954-04-28 00:00:00,Mujer,Soltero/a,EFP,Obrero Calificado,Australia,Cranbourne,2,70000
27534,Candace,Chapman,1964-07-21 00:00:00,Mujer,Soltero/a,Bachiller,Obrero Calificado,Estados Unidos,Burlingame,4,60000
11105,Candace,Fernandez,1964-12-28 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Matraville,0,70000
19327,Candace,Gonzalez,1966-08-03 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Francia,Lille,1,30000
18282,Candace,Kapoor,1966-12-07 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Gold Coast,0,100000
22409,Candace,Madan,1979-08-15 00:00:00,Mujer,Soltero/a,Bachiller,Funcionario,Australia,Hervey Bay,0,20000
19333,Candace,Malhotra,1965-07-14 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Alemania,Kassel,1,30000
16559,Candace,Martinez,1969-10-23 00:00:00,Mujer,Soltero/a,Máster,Militar,Francia,Cergy,2,10000
11588,Candace,Mehta,1964-07-14 00:00:00,Mujer,Casado/a,EFP,Funcionario,Francia,Saint-Denis,2,30000
14190,Candace,Patel,1951-05-23 00:00:00,Mujer,Casado/a,Máster,Profesional,Alemania,München,4,90000
19306,Candace,Perez,1968-02-14 00:00:00,Mujer,Casado/a,Máster,Militar,Francia,Pantin,3,10000
22148,Candace,Prasad,1947-02-25 00:00:00,Mujer,Casado/a,Universitario,Funcionario,Australia,Cranbourne,2,10000
11766,Candace,Raman,1966-07-04 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,South Melbourne,0,90000
25429,Candace,Rana,1969-04-03 00:00:00,Mujer,Soltero/a,ESO,Profesional,Estados Unidos,Coronado,2,80000
17975,Candace,Sai,1968-10-27 00:00:00,Mujer,Soltero/a,ESO,Funcionario,Francia,Cergy,0,40000
21567,Candace,Sanchez,1971-07-13 00:00:00,Mujer,Casado/a,Máster,Directivo,Australia,Sydney,0,100000
21380,Candace,Sara,1950-06-04 00:00:00,Mujer,Casado/a,EFP,Funcionario,Australia,Goulburn,3,30000
15437,Candace,Srini,1947-06-22 00:00:00,Mujer,Casado/a,Máster,Obrero Calificado,Australia,North Ryde,4,20000
27585,Candace,Subram,1970-02-27 00:00:00,Mujer,Casado/a,Bachiller,Profesional,Australia,Hobart,2,90000
15160,Candace,Van,1942-01-20 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Estados Unidos,Chula Vista,5,80000
26747,Candice,Cai,1961-01-05 00:00:00,Mujer,Soltero/a,EFP,Obrero Calificado,Australia,North Sydney,1,60000
19232,Candice,Chow,1959-11-13 00:00:00,Mujer,Soltero/a,ESO,Obrero Calificado,Canadá,Burnaby,4,60000
17493,Candice,Gao,1949-11-27 00:00:00,Mujer,Casado/a,Universitario,Funcionario,Australia,Cranbourne,2,10000
23228,Candice,Guo,1971-09-26 00:00:00,Mujer,Soltero/a,Universitario,Militar,Alemania,Berlin,0,20000
13826,Candice,He,1977-11-25 00:00:00,Mujer,Soltero/a,EFP,Funcionario,Alemania,Darmstadt,0,30000
27818,Candice,Hu,1963-03-08 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Reino Unido,Warrington,1,40000
24856,Candice,Huang,1954-02-11 00:00:00,Mujer,Casado/a,EFP,Profesional,Alemania,Stuttgart,3,130000
22208,Candice,Liang,1959-10-11 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Australia,Rhodes,4,110000
19506,Candice,Lin,1978-06-13 00:00:00,Mujer,Soltero/a,EFP,Funcionario,Reino Unido,London,4,30000
28720,Candice,Liu,1965-05-28 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Brisbane,0,70000
21204,Candice,Lu,1966-08-23 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Melton,0,100000
27260,Candice,Ma,1970-03-05 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Estados Unidos,Burbank,1,40000
29178,Candice,She,1969-09-01 00:00:00,Mujer,Casado/a,ESO,Directivo,Australia,North Ryde,4,80000
19568,Candice,Sun,1969-09-06 00:00:00,Mujer,Casado/a,ESO,Directivo,Australia,North Sydney,1,120000
19288,Candice,Wang,1959-06-07 00:00:00,Mujer,Casado/a,Bachiller,Funcionario,Alemania,München,3,30000
27324,Candice,Xu,1952-07-28 00:00:00,Mujer,Soltero/a,Máster,Profesional,Francia,Villeneuve-d'Ascq,4,80000
25049,Candice,Ye,1973-06-20 00:00:00,Mujer,Casado/a,EFP,Profesional,Estados Unidos,Coronado,0,70000
25520,Candice,Zeng,1976-11-11 00:00:00,Mujer,Soltero/a,Máster,Militar,Francia,Saint Ouen,0,20000
23777,Candice,Zhang,1970-06-07 00:00:00,Mujer,Soltero/a,EFP,Funcionario,Reino Unido,Milton Keynes,2,40000
25640,Candice,Zhao,1965-11-25 00:00:00,Mujer,Soltero/a,EFP,Funcionario,Alemania,Erlangen,2,30000
26389,Candice,Zhou,1955-02-17 00:00:00,Mujer,Casado/a,Máster,Profesional,Francia,Paris,2,100000
21219,Candice,Zhu,1963-02-07 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Geelong,0,70000
26754,Candice,Zimmerman,1960-10-02 00:00:00,Mujer,Soltero/a,EFP,Obrero Calificado,Australia,Melton,1,60000
19921,Cara,Cai,1946-02-05 00:00:00,Mujer,Soltero/a,Bachiller,Directivo,Alemania,München,3,110000
15642,Cara,Gao,1977-08-24 00:00:00,Mujer,Soltero/a,Máster,Militar,Australia,Melbourne,0,10000
15721,Cara,Guo,1974-08-15 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Warrnambool,0,80000
17631,Cara,He,1973-07-25 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Alemania,Hamburg,1,40000
20608,Cara,Hu,1973-11-18 00:00:00,Mujer,Soltero/a,Máster,Directivo,Australia,Sunbury,0,100000
27587,Cara,Li,1968-03-16 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Silverwater,2,60000
13515,Cara,Liang,1942-07-04 00:00:00,Mujer,Casado/a,EFP,Militar,Alemania,Salzgitter,1,20000
29411,Cara,Lin,1963-10-17 00:00:00,Mujer,Casado/a,Bachiller,Obrero Calificado,Reino Unido,York,1,40000
14422,Cara,Lu,1958-11-06 00:00:00,Mujer,Soltero/a,Bachiller,Directivo,Alemania,Stuttgart,2,130000
18885,Cara,Ma,1948-06-24 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Australia,Newcastle,4,20000
22646,Cara,She,1966-07-25 00:00:00,Mujer,Soltero/a,Máster,Militar,Reino Unido,London,1,20000
17987,Cara,Sun,1966-05-06 00:00:00,Mujer,Casado/a,Bachiller,Funcionario,Francia,Paris,1,30000
21023,Cara,Wang,1970-01-20 00:00:00,Mujer,Casado/a,Máster,Militar,Reino Unido,West Sussex,1,10000
23142,Cara,Wu,1956-07-01 00:00:00,Mujer,Soltero/a,EFP,Profesional,Estados Unidos,Beaverton,3,70000
23526,Cara,Xu,1962-10-04 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Hobart,1,60000
26229,Cara,Ye,1971-04-28 00:00:00,Mujer,Soltero/a,Máster,Militar,Alemania,Hamburg,0,30000
20444,Cara,Zeng,1955-09-13 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Australia,Hobart,2,80000
12351,Cara,Zhang,1973-10-02 00:00:00,Mujer,Casado/a,Máster,Directivo,Australia,Sunbury,0,100000
27513,Cara,Zheng,1957-01-15 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Australia,Sunbury,2,70000
11350,Cara,Zhou,1937-01-14 00:00:00,Mujer,Casado/a,ESO,Funcionario,Reino Unido,Peterborough,1,30000
15165,Carl,Anand,1943-07-12 00:00:00,Hombre,Casado/a,ESO,Directivo,Estados Unidos,Colma,2,100000
11057,Carl,Andersen,1953-10-12 00:00:00,Hombre,Casado/a,ESO,Directivo,Australia,Lane Cove,2,70000
16311,Carl,Beck,1962-10-10 00:00:00,Hombre,Casado/a,Bachiller,Obrero Calificado,Reino Unido,London,1,40000
18932,Carl,Chande,1958-08-04 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Australia,Springwood,1,100000
14315,Carl,Chander,1964-07-04 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Australia,Townsville,0,70000
18284,Carl,Deng,1966-07-26 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Australia,Hobart,0,100000
17249,Carl,Goel,1972-11-09 00:00:00,Hombre,Casado/a,Universitario,Profesional,Australia,St. Leonards,0,120000
27597,Carl,Jai,1966-09-05 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Australia,Townsville,0,90000
12743,Carl,Kumar,1972-12-19 00:00:00,Hombre,Casado/a,EFP,Funcionario,Reino Unido,Bury,2,40000
28950,Carl,Lal,1972-11-26 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Australia,Lane Cove,0,90000
21123,Carl,Luo,1974-08-12 00:00:00,Hombre,Soltero/a,Universitario,Militar,Francia,Boulogne-Billancourt,0,20000
12971,Carl,Nara,1960-03-02 00:00:00,Hombre,Casado/a,Bachiller,Profesional,Estados Unidos,Colma,0,40000
29001,Carl,Nath,1947-10-18 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Canadá,Cliffside,2,70000
13795,Carl,Raje,1964-02-02 00:00:00,Hombre,Soltero/a,Máster,Militar,Alemania,Frankfurt am Main,3,20000
19595,Carl,Raji,1963-03-16 00:00:00,Hombre,Soltero/a,Bachiller,Profesional,Australia,Seaford,0,70000
24919,Carl,Shan,1970-08-25 00:00:00,Hombre,Casado/a,Universitario,Profesional,Australia,Gold Coast,0,100000
21375,Carl,Sharma,1949-05-24 00:00:00,Hombre,Soltero/a,Universitario,Funcionario,Australia,Sydney,2,20000
12317,Carl,She,1953-09-24 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Reino Unido,Oxford,2,150000
19190,Carl,Shen,1971-05-28 00:00:00,Hombre,Soltero/a,Máster,Militar,Reino Unido,York,0,30000
21238,Carl,Tang,1980-09-25 00:00:00,Hombre,Soltero/a,Máster,Obrero Calificado,Canadá,Cliffside,0,30000
18136,Carl,Xie,1956-09-06 00:00:00,Hombre,Casado/a,EFP,Profesional,Reino Unido,London,3,130000
24160,Carl,Yuan,1980-11-03 00:00:00,Hombre,Soltero/a,EFP,Militar,Australia,Matraville,0,10000
16710,Carla,Arthur,1960-09-15 00:00:00,Mujer,Casado/a,EFP,Obrero Calificado,Australia,Milsons Point,5,70000
15254,Carla,Chapman,1980-02-24 00:00:00,Mujer,Casado/a,Máster,Obrero Calificado,Estados Unidos,Columbus,0,40000
26855,Carla,Fernandez,1966-06-09 00:00:00,Mujer,Casado/a,Bachiller,Profesional,Francia,Pantin,0,40000
14172,Carla,Garcia,1944-04-21 00:00:00,Mujer,Soltero/a,Bachiller,Directivo,Reino Unido,London,3,130000
18336,Carla,Gonzalez,1942-01-09 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Australia,Malabar,2,40000
27001,Carla,Kapoor,1971-04-08 00:00:00,Mujer,Casado/a,Universitario,Militar,Alemania,Neunkirchen,0,10000
28326,Carla,Lopez,1958-11-05 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Rockhampton,2,90000
28135,Carla,Madan,1957-05-09 00:00:00,Mujer,Soltero/a,Máster,Obrero Calificado,Australia,Coffs Harbour,2,70000
25654,Carla,Malhotra,1979-04-03 00:00:00,Mujer,Casado/a,Máster,Militar,Francia,Paris,4,20000
24852,Carla,Martinez,1946-01-03 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Reino Unido,Watford,4,170000
21563,Carla,Mehta,1971-12-25 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,Hawthorne,0,80000
24133,Carla,Patel,1974-07-02 00:00:00,Mujer,Soltero/a,Universitario,Militar,Francia,Paris,0,20000
11567,Carla,Perez,1967-09-23 00:00:00,Mujer,Casado/a,Bachiller,Funcionario,Alemania,Berlin,0,40000
14524,Carla,Prasad,1978-05-19 00:00:00,Mujer,Casado/a,ESO,Militar,Francia,Morangis,0,10000
11335,Carla,Raman,1961-06-24 00:00:00,Mujer,Casado/a,Bachiller,Militar,Alemania,Hof,1,10000
19593,Carla,Rana,1963-10-14 00:00:00,Mujer,Soltero/a,Bachiller,Profesional,Australia,East Brisbane,3,60000
21230,Carla,Rodriguez,1953-07-11 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Australia,Caloundra,2,40000
18274,Carla,Sanchez,1967-11-23 00:00:00,Mujer,Casado/a,Bachiller,Profesional,Australia,Newcastle,4,90000
27506,Carla,Srini,1975-06-13 00:00:00,Mujer,Casado/a,Máster,Obrero Calificado,Estados Unidos,Burlingame,0,40000
20611,Carla,Sullivan,1973-10-19 00:00:00,Mujer,Casado/a,EFP,Directivo,Australia,Springwood,0,110000
25547,Carla,Suri,1939-05-14 00:00:00,Mujer,Soltero/a,Bachiller,Funcionario,Reino Unido,Oxon,1,20000
19056,Carla,Van,1953-07-04 00:00:00,Mujer,Casado/a,Bachiller,Directivo,Francia,Sèvres,3,100000
19822,Carlos,Adams,1965-01-27 00:00:00,Hombre,Casado/a,EFP,Profesional,Canadá,Langford,4,90000
29270,Carlos,Allen,1960-01-12 00:00:00,Hombre,Casado/a,EFP,Profesional,Estados Unidos,Spokane,0,100000
16780,Carlos,Bailey,1945-09-24 00:00:00,Hombre,Casado/a,Bachiller,Directivo,Estados Unidos,Puyallup,5,70000
15419,Carlos,Baker,1968-01-17 00:00:00,Hombre,Soltero/a,Bachiller,Directivo,Estados Unidos,Corvallis,2,100000
24756,Carlos,Bell,1958-08-05 00:00:00,Hombre,Casado/a,EFP,Funcionario,Estados Unidos,Imperial Beach,1,40000
